iter,trialnum,rand,scenario
1,20,0.4971428571428571,1
2,20,0.4971428571428571,1
3,20,0.4971428571428571,1
4,20,0.5028571428571429,1
5,20,0.5028571428571429,1
6,20,0.49306122448979595,1
7,20,0.5028571428571429,1
8,20,0.4971428571428571,1
9,20,0.4971428571428571,1
10,20,0.49306122448979595,1
11,20,0.4906122448979592,1
12,20,0.5102040816326531,1
13,20,0.49306122448979595,1
14,20,0.5102040816326531,1
15,20,0.4906122448979592,1
16,20,0.4971428571428571,1
17,20,0.5028571428571429,1
18,20,0.4897959183673469,1
19,20,0.4897959183673469,1
20,20,0.4971428571428571,1
21,20,0.5028571428571429,1
22,20,0.5420408163265307,1
23,20,0.4906122448979592,1
24,20,0.4906122448979592,1
25,20,0.4906122448979592,1
26,20,0.4971428571428571,1
27,20,0.4897959183673469,1
28,20,0.4971428571428571,1
29,20,0.49306122448979595,1
30,20,0.4897959183673469,1
31,20,0.49306122448979595,1
32,20,0.4906122448979592,1
33,20,0.4906122448979592,1
34,20,0.49306122448979595,1
35,20,0.4906122448979592,1
36,20,0.49306122448979595,1
37,20,0.4897959183673469,1
38,20,0.5028571428571429,1
39,20,0.4906122448979592,1
40,20,0.49306122448979595,1
41,20,0.5102040816326531,1
42,20,0.5102040816326531,1
43,20,0.4897959183673469,1
44,20,0.4971428571428571,1
45,20,0.4971428571428571,1
46,20,0.49306122448979595,1
47,20,0.4906122448979592,1
48,20,0.49306122448979595,1
49,20,0.49306122448979595,1
50,20,0.49306122448979595,1
51,20,0.4906122448979592,1
52,20,0.4906122448979592,1
53,20,0.49306122448979595,1
54,20,0.5102040816326531,1
55,20,0.4971428571428571,1
56,20,0.49306122448979595,1
57,20,0.49306122448979595,1
58,20,0.4906122448979592,1
59,20,0.49306122448979595,1
60,20,0.4906122448979592,1
61,20,0.4906122448979592,1
62,20,0.5559183673469388,1
63,20,0.49306122448979595,1
64,20,0.4906122448979592,1
65,20,0.4906122448979592,1
66,20,0.5559183673469388,1
67,20,0.4897959183673469,1
68,20,0.4897959183673469,1
69,20,0.49306122448979595,1
70,20,0.4906122448979592,1
71,20,0.4906122448979592,1
72,20,0.49306122448979595,1
73,20,0.49306122448979595,1
74,20,0.4971428571428571,1
75,20,0.4906122448979592,1
76,20,0.5420408163265307,1
77,20,0.4971428571428571,1
78,20,0.49306122448979595,1
79,20,0.4897959183673469,1
80,20,0.49306122448979595,1
81,20,0.5191836734693878,1
82,20,0.5102040816326531,1
83,20,0.49306122448979595,1
84,20,0.4897959183673469,1
85,20,0.4971428571428571,1
86,20,0.5028571428571429,1
87,20,0.5028571428571429,1
88,20,0.4906122448979592,1
89,20,0.49306122448979595,1
90,20,0.5102040816326531,1
91,20,0.5028571428571429,1
92,20,0.4906122448979592,1
93,20,0.5028571428571429,1
94,20,0.4906122448979592,1
95,20,0.49306122448979595,1
96,20,0.4906122448979592,1
97,20,0.4971428571428571,1
98,20,0.49306122448979595,1
99,20,0.4971428571428571,1
100,20,0.5102040816326531,1
