iter,trialnum,rand,scenario
1,10,0.5191836734693878,1
2,10,0.5191836734693878,1
3,10,0.4971428571428571,1
4,10,0.4906122448979592,1
5,10,0.5028571428571429,1
6,10,0.49306122448979595,1
7,10,0.5559183673469388,1
8,10,0.49306122448979595,1
9,10,0.4906122448979592,1
10,10,0.5028571428571429,1
11,10,0.4906122448979592,1
12,10,0.5028571428571429,1
13,10,0.5191836734693878,1
14,10,0.49306122448979595,1
15,10,0.49306122448979595,1
16,10,0.4897959183673469,1
17,10,0.4906122448979592,1
18,10,0.49306122448979595,1
19,10,0.49306122448979595,1
20,10,0.4971428571428571,1
21,10,0.4906122448979592,1
22,10,0.4906122448979592,1
23,10,0.49306122448979595,1
24,10,0.4906122448979592,1
25,10,0.4906122448979592,1
26,10,0.4897959183673469,1
27,10,0.4971428571428571,1
28,10,0.4971428571428571,1
29,10,0.4906122448979592,1
30,10,0.4897959183673469,1
31,10,0.49306122448979595,1
32,10,0.4971428571428571,1
33,10,0.4906122448979592,1
34,10,0.49306122448979595,1
35,10,0.49306122448979595,1
36,10,0.4897959183673469,1
37,10,0.5191836734693878,1
38,10,0.4906122448979592,1
39,10,0.4906122448979592,1
40,10,0.4906122448979592,1
41,10,0.4971428571428571,1
42,10,0.4906122448979592,1
43,10,0.4906122448979592,1
44,10,0.49306122448979595,1
45,10,0.5028571428571429,1
46,10,0.4897959183673469,1
47,10,0.4897959183673469,1
48,10,0.49306122448979595,1
49,10,0.49306122448979595,1
50,10,0.49306122448979595,1
51,10,0.4906122448979592,1
52,10,0.5102040816326531,1
53,10,0.4897959183673469,1
54,10,0.49306122448979595,1
55,10,0.5028571428571429,1
56,10,0.49306122448979595,1
57,10,0.49306122448979595,1
58,10,0.5028571428571429,1
59,10,0.529795918367347,1
60,10,0.4897959183673469,1
61,10,0.49306122448979595,1
62,10,0.4971428571428571,1
63,10,0.5102040816326531,1
64,10,0.49306122448979595,1
65,10,0.4906122448979592,1
66,10,0.49306122448979595,1
67,10,0.5191836734693878,1
68,10,0.5028571428571429,1
69,10,0.4906122448979592,1
70,10,0.49306122448979595,1
71,10,0.4897959183673469,1
72,10,0.5191836734693878,1
73,10,0.5028571428571429,1
74,10,0.4906122448979592,1
75,10,0.529795918367347,1
76,10,0.4971428571428571,1
77,10,0.5102040816326531,1
78,10,0.4897959183673469,1
79,10,0.529795918367347,1
80,10,0.4906122448979592,1
81,10,0.5028571428571429,1
82,10,0.5191836734693878,1
83,10,0.49306122448979595,1
84,10,0.49306122448979595,1
85,10,0.49306122448979595,1
86,10,0.5028571428571429,1
87,10,0.4897959183673469,1
88,10,0.4906122448979592,1
89,10,0.49306122448979595,1
90,10,0.4906122448979592,1
91,10,0.4906122448979592,1
92,10,0.4906122448979592,1
93,10,0.4897959183673469,1
94,10,0.4971428571428571,1
95,10,0.5191836734693878,1
96,10,0.4971428571428571,1
97,10,0.5028571428571429,1
98,10,0.49306122448979595,1
99,10,0.5102040816326531,1
100,10,0.4906122448979592,1
